city;city_ascii;lat;lng;country;iso2;iso3;admin_name;capital;population;id
Haeju;Haeju;38.0394;125.7144;Korea; North;KP;PRK;Hwangnam;admin;224231;1408348983
Kanggye;Kanggye;40.9732;126.6032;Korea; North;KP;PRK;Chagang;admin;299514;1408728939
Hyeson;Hyeson;41.3927;128.1927;Korea; North;KP;PRK;Yanggang;admin;227461;1408642146
Rajin;Rajin;42.2489;130.3003;Korea; North;KP;PRK;Nasŏn;admin;;1408449973
Sonbong;Sonbong;42.3377;130.4027;Korea; North;KP;PRK;Nasŏn;;60864;1408519732
Pyongyang;Pyongyang;39.0194;125.7547;Korea; North;KP;PRK;P’yŏngyang;primary;3300000;1408738594
Nampo;Nampo;38.7669;125.4524;Korea; North;KP;PRK;;admin;1127000;1408892768
Gyeongju;Gyeongju;35.8428;129.2117;Korea; South;KR;KOR;Gyeongbuk;;155237;1410173146
Iksan;Iksan;35.9410;126.9454;Korea; South;KR;KOR;Jeonbuk;;283501;1410134391
Songnam;Songnam;37.4386;127.1378;Korea; South;KR;KOR;Gyeonggi;;942000;1410622472
Ulsan;Ulsan;35.5467;129.3170;Korea; South;KR;KOR;Ulsan;admin;1061000;1410134602
Wonju;Wonju;37.3551;127.9396;Korea; South;KR;KOR;Gangwon;;243387;1410782685
Seoul;Seoul;37.5663;126.9997;Korea; South;KR;KOR;Seoul;primary;9796000;1410836482
Ansan;Ansan;37.3481;126.8595;Korea; South;KR;KOR;Gyeonggi;;739493;1410585171
Gunsan;Gunsan;35.9818;126.7160;Korea; South;KR;KOR;Jeonbuk;;244080;1410913202
Jeju;Jeju;33.5101;126.5219;Korea; South;KR;KOR;Jeju;admin;408364;1410364424
Jeonju;Jeonju;35.8314;127.1404;Korea; South;KR;KOR;Jeonbuk;admin;711424;1410494847
Busan;Busan;35.0951;129.0100;Korea; South;KR;KOR;Busan;admin;3480000;1410601465
Incheon;Incheon;37.4761;126.6422;Korea; South;KR;KOR;Incheon;admin;2550000;1410160313
Daegu;Daegu;35.8668;128.6070;Korea; South;KR;KOR;Daegu;admin;2460000;1410095252
Gwangju;Gwangju;35.1710;126.9104;Korea; South;KR;KOR;Gwangju;admin;1440000;1410000087
Daejeon;Daejeon;36.3355;127.4250;Korea; South;KR;KOR;Daejeon;admin;1468000;1410993875
Changwon;Changwon;35.2191;128.5836;Korea; South;KR;KOR;Gyeongnam;admin;1081499;1410592618
Sokcho;Sokcho;38.2087;128.5912;Korea; South;KR;KOR;Gangwon;minor;85430;1410921315
Eumseong;Eumseong;36.9353;127.6897;Korea; South;KR;KOR;Chungbuk;;10077;1410812829
Chuncheon;Chuncheon;37.8747;127.7342;Korea; South;KR;KOR;Gangwon;admin;226509;1410231130
Goyang;Goyang;37.6527;126.8372;Korea; South;KR;KOR;Gyeonggi;minor;903000;1410511255
Pohang;Pohang;36.0209;129.3715;Korea; South;KR;KOR;Gyeongbuk;minor;435266;1410983252
Puch'on;Puch'on;37.4989;126.7831;Korea; South;KR;KOR;Gyeonggi;minor;866000;1410428222
Cheongju;Cheongju;36.6439;127.5012;Korea; South;KR;KOR;Chungbuk;admin;775096;1410964361
Mokpo;Mokpo;34.8068;126.3958;Korea; South;KR;KOR;Jeonnam;minor;268402;1410279439
Yeosu;Yeosu;34.7368;127.7458;Korea; South;KR;KOR;Jeonnam;minor;341994;1410000000
Hongseong;Hongseong;36.6009;126.6650;Korea; South;KR;KOR;Chungnam;admin;;1410822139
Muan;Muan;34.9897;126.4714;Korea; South;KR;KOR;Jeonnam;admin;;1410001061
Andong;Andong;36.5659;128.7250;Korea; South;KR;KOR;Gyeongbuk;admin;129319;1410095935
Suwon;Suwon;37.2578;127.0109;Korea; South;KR;KOR;Gyeonggi;admin;1078000;1410679777
Sejong;Sejong;36.6092;127.2919;Korea; South;KR;KOR;Sejong;admin;;1410000000
Gangneung;Gangneung;37.7559;128.8962;Korea; South;KR;KOR;Gangwon;minor;180611;1410450550
Al Ahmadi;Al Ahmadi;29.0769;48.0838;Kuwait;KW;KWT;;;68763;1414024487
Al Jahra;Al Jahra;29.3375;47.6581;Kuwait;KW;KWT;;;194193;1414182001
Kuwait;Kuwait;29.3697;47.9783;Kuwait;KW;KWT;;primary;2063000;1414102075
George Town;George Town;19.2804;-81.3300;Cayman Islands;KY;CYM;;primary;4268;1136159124
Pago Pago;Pago Pago;-14.2740;-170.7046;American Samoa;AS;ASM;;primary;12576;1016976740
Hagåtña;Hagta;13.4745;144.7504;Guam;GU;GUM;;primary;1051;1316937540
Maina;Maina;13.4692;144.7332;Guam;GU;GUM;;;122411;1316874021
Capitol Hill;Capitol Hill;15.2137;145.7546;Northern Mariana Islands;MP;MNP;;primary;2500;1580556972
Renton;Renton;47.4757;-122.1904;United States;US;USA;Washington;;100953;1840019827
Chehalis;Chehalis;46.6649;-122.9660;United States;US;USA;Washington;;7498;1840018472
Mercer Island;Mercer Island;47.5624;-122.2265;United States;US;USA;Washington;;25134;1840019830
Lynnwood;Lynnwood;47.8285;-122.3034;United States;US;USA;Washington;;38092;1840019788
Centralia;Centralia;46.7226;-122.9695;United States;US;USA;Washington;;41077.0;1840018471
Mountlake Terrace;Mountlake Terrace;47.7921;-122.3077;United States;US;USA;Washington;;21182;1840019792
Seattle;Seattle;47.6217;-122.3238;United States;US;USA;Washington;;3541236.0;1840021117
Liberty Lake;Liberty Lake;47.6687;-117.1031;United States;US;USA;Washington;;9209;1840037678
Airway Heights;Airway Heights;47.6464;-117.5802;United States;US;USA;Washington;;6672;1840018399
Brier;Brier;47.7924;-122.2736;United States;US;USA;Washington;;6743;1840018379
Port Townsend;Port Townsend;48.1219;-122.7873;United States;US;USA;Washington;;8782.0;1840019797
Oak Harbor;Oak Harbor;48.2965;-122.6331;United States;US;USA;Washington;;34689.0;1840019779
Anacortes;Anacortes;48.4878;-122.6291;United States;US;USA;Washington;;17667.0;1840018366
Grandview;Grandview;46.2432;-119.9082;United States;US;USA;Washington;;18909.0;1840019871
Quincy;Quincy;47.2342;-119.8512;United States;US;USA;Washington;;7644.0;1840019818
Kelso;Kelso;46.1249;-122.8907;United States;US;USA;Washington;;12047;1840018503
Cheney;Cheney;47.4900;-117.5789;United States;US;USA;Washington;;12213.0;1840018398
Lacey;Lacey;47.0444;-122.7933;United States;US;USA;Washington;;47688;1840019866
Selah;Selah;46.6480;-120.5388;United States;US;USA;Washington;;7768;1840021149
Sultan;Sultan;47.8703;-121.8036;United States;US;USA;Washington;;8681.0;1840021080
Edmonds;Edmonds;47.8114;-122.3534;United States;US;USA;Washington;;41840;1840037645
Lake Forest Park;Lake Forest Park;47.7592;-122.2877;United States;US;USA;Washington;;13266;1840019837
Yakima;Yakima;46.5926;-120.5492;United States;US;USA;Washington;;133687.0;1840021154
Pacific;Pacific;47.2610;-122.2507;United States;US;USA;Washington;;7122;1840019834
Snoqualmie;Snoqualmie;47.5292;-121.8409;United States;US;USA;Washington;;25455.0;1840021119
Lynden;Lynden;48.9502;-122.4542;United States;US;USA;Washington;;16966.0;1840019752
Federal Way;Federal Way;47.3091;-122.3358;United States;US;USA;Washington;;96757;1840019826
Mill Creek;Mill Creek;47.8631;-122.2037;United States;US;USA;Washington;;20303;1840019790
Lakewood;Lakewood;47.1627;-122.5299;United States;US;USA;Washington;;60665;1840019860
Port Angeles;Port Angeles;48.1141;-123.4565;United States;US;USA;Washington;;23818.0;1840019782
Wapato;Wapato;46.4435;-120.4213;United States;US;USA;Washington;;7723.0;1840021153
Arlington;Arlington;48.1698;-122.1440;United States;US;USA;Washington;;19112;1840018378
Sammamish;Sammamish;47.6045;-122.0446;United States;US;USA;Washington;;63773;1840021115
Covington;Covington;47.3665;-122.1050;United States;US;USA;Washington;;20478;1840018425
Wenatchee;Wenatchee;47.4251;-120.3290;United States;US;USA;Washington;;71426.0;1840021074
Omak;Omak;48.4214;-119.5178;United States;US;USA;Washington;;8208.0;1840019761
Sedro-Woolley;Sedro-Woolley;48.5095;-122.2344;United States;US;USA;Washington;;11476;1840021066
Sunnyside;Sunnyside;46.3159;-120.0058;United States;US;USA;Washington;;17931.0;1840021150
Normandy Park;Normandy Park;47.4344;-122.3436;United States;US;USA;Washington;;6651;1840019832
SeaTac;SeaTac;47.4444;-122.2985;United States;US;USA;Washington;;28873;1840021116
Steilacoom;Steilacoom;47.1702;-122.5938;United States;US;USA;Washington;;6309;1840022309
Ridgefield;Ridgefield;45.8112;-122.7053;United States;US;USA;Washington;;6318.0;1840019909
Kennewick;Kennewick;46.1979;-119.1732;United States;US;USA;Washington;;229624.0;1840018481
Pullman;Pullman;46.7327;-117.1634;United States;US;USA;Washington;;33204.0;1840019864
Longview;Longview;46.1471;-122.9642;United States;US;USA;Washington;;65156.0;1840019904
West Richland;West Richland;46.3115;-119.3996;United States;US;USA;Washington;;14198;1840021168
Colville;Colville;48.5450;-117.8975;United States;US;USA;Washington;;5088.0;1840018361
Prosser;Prosser;46.2065;-119.7659;United States;US;USA;Washington;;6040;1840019890
Maple Valley;Maple Valley;47.3664;-122.0370;United States;US;USA;Washington;;25698;1840019828
Auburn;Auburn;47.3039;-122.2108;United States;US;USA;Washington;;77472;1840018416
Burlington;Burlington;48.4676;-122.3298;United States;US;USA;Washington;;8768;1840018367
Connell;Connell;46.6627;-118.8403;United States;US;USA;Washington;;5243.0;1840018479
Bainbridge Island;Bainbridge Island;47.6439;-122.5434;United States;US;USA;Washington;;24404;1840018409
Edgewood;Edgewood;47.2309;-122.2832;United States;US;USA;Washington;;10734;1840019852
Shoreline;Shoreline;47.7563;-122.3425;United States;US;USA;Washington;;55333;1840021118
Othello;Othello;46.8226;-119.1654;United States;US;USA;Washington;;12324.0;1840019862
University Place;University Place;47.2146;-122.5461;United States;US;USA;Washington;;33288;1840021130
Poulsbo;Poulsbo;47.7417;-122.6408;United States;US;USA;Washington;;10400;1840019822
Hoquiam;Hoquiam;46.9857;-123.9006;United States;US;USA;Washington;;8434;1840019845
Ephrata;Ephrata;47.3119;-119.5342;United States;US;USA;Washington;;7289.0;1840019813
Kent;Kent;47.3887;-122.2128;United States;US;USA;Washington;;127514;1840018424
Mukilteo;Mukilteo;47.9096;-122.3035;United States;US;USA;Washington;;21462;1840019793
Kirkland;Kirkland;47.6996;-122.1982;United States;US;USA;Washington;;87701;1840019836
Redmond;Redmond;47.6776;-122.1176;United States;US;USA;Washington;;62458;1840019835
Tukwila;Tukwila;47.4749;-122.2727;United States;US;USA;Washington;;20033;1840021120
Yelm;Yelm;46.9398;-122.6261;United States;US;USA;Washington;;16125.0;1840021146
Olympia;Olympia;47.0417;-122.8958;United States;US;USA;Washington;admin;194532.0;1840019865
Fife;Fife;47.2327;-122.3519;United States;US;USA;Washington;;10103;1840019853
Port Orchard;Port Orchard;47.5160;-122.6616;United States;US;USA;Washington;;13945;1840019821
Bremerton;Bremerton;47.5436;-122.7121;United States;US;USA;Washington;;214549.0;1840018410
Lake Stevens;Lake Stevens;48.0028;-122.0964;United States;US;USA;Washington;;31679;1840019794
Montesano;Montesano;47.0108;-123.5868;United States;US;USA;Washington;;8385.0;1840019847
Sequim;Sequim;48.0747;-123.0948;United States;US;USA;Washington;;20330.0;1840021076
Tacoma;Tacoma;47.2431;-122.4531;United States;US;USA;Washington;;211277;1840021129
Woodinville;Woodinville;47.7568;-122.1479;United States;US;USA;Washington;;12000;1840021121
Ocean Shores;Ocean Shores;46.9686;-124.1521;United States;US;USA;Washington;;5463.0;1840019849
Moses Lake;Moses Lake;47.1276;-119.2762;United States;US;USA;Washington;;36662.0;1840019817
Puyallup;Puyallup;47.1794;-122.2901;United States;US;USA;Washington;;40640;1840019859
Sumner;Sumner;47.2190;-122.2337;United States;US;USA;Washington;;9969;1840021128
Walla Walla;Walla Walla;46.0678;-118.3364;United States;US;USA;Washington;;56509.0;1840021174
Bothell;Bothell;47.7740;-122.2039;United States;US;USA;Washington;;44546;1840018419
Tumwater;Tumwater;46.9925;-122.9227;United States;US;USA;Washington;;22538;1840021145
Duvall;Duvall;47.7354;-121.9726;United States;US;USA;Washington;;7701;1840018427
Monroe;Monroe;47.8594;-121.9854;United States;US;USA;Washington;;18408;1840019791
Clarkston;Clarkston;46.4154;-117.0501;United States;US;USA;Washington;;7341;1840018499
Gig Harbor;Gig Harbor;47.3350;-122.5966;United States;US;USA;Washington;;9110;1840019855
Des Moines;Des Moines;47.3914;-122.3154;United States;US;USA;Washington;;31172;1840018426
Snohomish;Snohomish;47.9277;-122.0971;United States;US;USA;Washington;;9915;1840021078
Richland;Richland;46.2828;-119.2939;United States;US;USA;Washington;;54989;1840019889
Woodland;Woodland;45.9147;-122.7503;United States;US;USA;Washington;;6333.0;1840021181
Washougal;Washougal;45.5812;-122.3433;United States;US;USA;Washington;;15466;1840021190
Bonney Lake;Bonney Lake;47.1789;-122.1698;United States;US;USA;Washington;;20310;1840018454
Spokane Valley;Spokane Valley;47.6625;-117.2345;United States;US;USA;Washington;;96340;1840021094
Bellevue;Bellevue;47.5953;-122.1550;United States;US;USA;Washington;;141400;1840018417
Marysville;Marysville;48.0812;-122.1559;United States;US;USA;Washington;;163547.0;1840019789
Newcastle;Newcastle;47.5304;-122.1633;United States;US;USA;Washington;;11567;1840019831
North Bend;North Bend;47.4899;-121.7741;United States;US;USA;Washington;;6739;1840019833
Enumclaw;Enumclaw;47.2018;-121.9898;United States;US;USA;Washington;;11654;1840019825
Shelton;Shelton;47.2186;-123.1128;United States;US;USA;Washington;;18981.0;1840021123
Bellingham;Bellingham;48.7534;-122.4683;United States;US;USA;Washington;;123933.0;1840018346
Kenmore;Kenmore;47.7531;-122.2460;United States;US;USA;Washington;;22357;1840018423
Ellensburg;Ellensburg;47.0010;-120.5491;United States;US;USA;Washington;;22847.0;1840019841
DuPont;DuPont;47.1079;-122.6496;United States;US;USA;Washington;;9497;1840018457
Granite Falls;Granite Falls;48.0874;-121.9705;United States;US;USA;Washington;;6421.0;1840019787
Milton;Milton;47.2522;-122.3153;United States;US;USA;Washington;;7970;1840019857
Stanwood;Stanwood;48.2450;-122.3427;United States;US;USA;Washington;;7073.0;1840021079
East Wenatchee;East Wenatchee;47.4172;-120.2809;United States;US;USA;Washington;;13968;1840019795
Spokane;Spokane;47.6671;-117.4330;United States;US;USA;Washington;;400936.0;1840021093
Chelan;Chelan;47.8414;-120.0260;United States;US;USA;Washington;;6023.0;1840018369
Camas;Camas;45.6006;-122.4301;United States;US;USA;Washington;;22449;1840018524
Blaine;Blaine;48.9839;-122.7406;United States;US;USA;Washington;;5164;1840018347
Union Gap;Union Gap;46.5569;-120.4937;United States;US;USA;Washington;;6110;1840021152
Pasco;Pasco;46.2499;-119.1271;United States;US;USA;Washington;;70579;1840019888
Issaquah;Issaquah;47.5414;-122.0436;United States;US;USA;Washington;;37322;1840018422
Toppenish;Toppenish;46.3807;-120.3125;United States;US;USA;Washington;;14550.0;1840021151
Orting;Orting;47.0967;-122.2113;United States;US;USA;Washington;;7693;1840019858
Fircrest;Fircrest;47.2308;-122.5157;United States;US;USA;Washington;;6780;1840019854
Vancouver;Vancouver;45.6352;-122.5972;United States;US;USA;Washington;;174826;1840021189
Battle Ground;Battle Ground;45.7763;-122.5415;United States;US;USA;Washington;;20110;1840018523
College Place;College Place;46.0430;-118.3869;United States;US;USA;Washington;;9142;1840018490
Mount Vernon;Mount Vernon;48.4203;-122.3114;United States;US;USA;Washington;;68613.0;1840019774
Ferndale;Ferndale;48.8525;-122.5893;United States;US;USA;Washington;;13403;1840019751
Aberdeen;Aberdeen;46.9768;-123.8083;United States;US;USA;Washington;;28863.0;1840018446
Everett;Everett;47.9524;-122.1672;United States;US;USA;Washington;;109043;1840019785
Burien;Burien;47.4761;-122.3393;United States;US;USA;Washington;;50997;1840018420
Manassas Park;Manassas Park;38.7717;-77.4448;United States;US;USA;Virginia;;15915;1840003838
Fairfax;Fairfax;38.8531;-77.2998;United States;US;USA;Virginia;;24164;1840001650
Big Stone Gap;Big Stone Gap;36.8615;-82.7774;United States;US;USA;Virginia;;7885.0;1840006481
Waynesboro;Waynesboro;38.0673;-78.9012;United States;US;USA;Virginia;;21887;1840003848
Lexington;Lexington;37.7825;-79.4440;United States;US;USA;Virginia;;8765.0;1840001689
Winchester;Winchester;39.1734;-78.1745;United States;US;USA;Virginia;;72928.0;1840001623
Orange;Orange;38.2484;-78.1125;United States;US;USA;Virginia;;5179.0;1840006268
Strasburg;Strasburg;38.9944;-78.3541;United States;US;USA;Virginia;;7218.0;1840006004
Radford;Radford;37.1229;-80.5583;United States;US;USA;Virginia;;17483;1840003864
Richmond;Richmond;37.5294;-77.4755;United States;US;USA;Virginia;admin;1041877.0;1840001698
Virginia Beach;Virginia Beach;36.7335;-76.0435;United States;US;USA;Virginia;;1487505.0;1840003871
Herndon;Herndon;38.9699;-77.3867;United States;US;USA;Virginia;;24393;1840006037
Chesapeake;Chesapeake;36.6778;-76.3024;United States;US;USA;Virginia;;237940;1840003874
Purcellville;Purcellville;39.1378;-77.7109;United States;US;USA;Virginia;;14645.0;1840005875
Covington;Covington;37.7786;-79.9868;United States;US;USA;Virginia;;7804.0;1840001688
Charlottesville;Charlottesville;38.0374;-78.4856;United States;US;USA;Virginia;;99664.0;1840001678
Smithfield;Smithfield;36.9753;-76.6162;United States;US;USA;Virginia;;10652.0;1840006487
Norfolk;Norfolk;36.8945;-76.2590;United States;US;USA;Virginia;;245115;1840003869
Dumfries;Dumfries;38.5670;-77.3234;United States;US;USA;Virginia;;5186;1840006102
Petersburg;Petersburg;37.2042;-77.3914;United States;US;USA;Virginia;;31882;1840003861
Clifton Forge;Clifton Forge;37.8232;-79.8250;United States;US;USA;Virginia;;5080.0;1840006365
Falls Church;Falls Church;38.8846;-77.1751;United States;US;USA;Virginia;;14014;1840003835
Rocky Mount;Rocky Mount;37.0045;-79.8855;United States;US;USA;Virginia;;6047.0;1840006479
Galax;Galax;36.6660;-80.9176;United States;US;USA;Virginia;;6652.0;1840003877
Farmville;Farmville;37.2968;-78.3993;United States;US;USA;Virginia;;8916.0;1840006443
Martinsville;Martinsville;36.6827;-79.8636;United States;US;USA;Virginia;;34132.0;1840001727
Danville;Danville;36.5831;-79.4088;United States;US;USA;Virginia;;48015.0;1840003878
Manassas;Manassas;38.7480;-77.4840;United States;US;USA;Virginia;;41483;1840003839
Suffolk;Suffolk;36.6953;-76.6398;United States;US;USA;Virginia;;89273;1840003873
Harrisonburg;Harrisonburg;38.4362;-78.8735;United States;US;USA;Virginia;;72470.0;1840003844
Fredericksburg;Fredericksburg;38.2992;-77.4871;United States;US;USA;Virginia;;164610.0;1840003845
Warrenton;Warrenton;38.7177;-77.7973;United States;US;USA;Virginia;;9861;1840006058
Marion;Marion;36.8389;-81.5135;United States;US;USA;Virginia;;7808.0;1840006515
Broadway;Broadway;38.6083;-78.8016;United States;US;USA;Virginia;;6513.0;1840006136
Bridgewater;Bridgewater;38.3863;-78.9674;United States;US;USA;Virginia;;6048;1840006135
Culpeper;Culpeper;38.4705;-78.0002;United States;US;USA;Virginia;;19544.0;1840006169
Vinton;Vinton;37.2747;-79.8886;United States;US;USA;Virginia;;8185;1840003856
Blacksburg;Blacksburg;37.2300;-80.4277;United States;US;USA;Virginia;;93560.0;1840006446
Portsmouth;Portsmouth;36.8468;-76.3540;United States;US;USA;Virginia;;95252;1840003872
Newport News;Newport News;37.1052;-76.5185;United States;US;USA;Virginia;;181825;1840003862
Salem;Salem;37.2864;-80.0554;United States;US;USA;Virginia;;25549;1840001719
Leesburg;Leesburg;39.1057;-77.5543;United States;US;USA;Virginia;;52607;1840005872
Pulaski;Pulaski;37.0531;-80.7624;United States;US;USA;Virginia;;15625.0;1840006469
Staunton;Staunton;38.1593;-79.0608;United States;US;USA;Virginia;;58077.0;1840001670
Wytheville;Wytheville;36.9530;-81.0881;United States;US;USA;Virginia;;7114.0;1840006504
Bristol;Bristol;36.6180;-82.1607;United States;US;USA;Virginia;;16960;1840003879
Ashland;Ashland;37.7597;-77.4715;United States;US;USA;Virginia;;7649;1840006341
Hampton;Hampton;37.0551;-76.3629;United States;US;USA;Virginia;;135410;1840003866
Roanoke;Roanoke;37.2784;-79.9581;United States;US;USA;Virginia;;215793.0;1840003858
Williamsburg;Williamsburg;37.2691;-76.7075;United States;US;USA;Virginia;;81840.0;1840001720
Front Royal;Front Royal;38.9260;-78.1837;United States;US;USA;Virginia;;19557.0;1840006045
Alexandria;Alexandria;38.8184;-77.0861;United States;US;USA;Virginia;;155810;1840003837
Norton;Norton;36.9317;-82.6260;United States;US;USA;Virginia;;10259.0;1840003870
Vienna;Vienna;38.8996;-77.2597;United States;US;USA;Virginia;;16468;1840003829
Lynchburg;Lynchburg;37.4004;-79.1911;United States;US;USA;Virginia;;123795.0;1840003855
Emporia;Emporia;36.6953;-77.5356;United States;US;USA;Virginia;;6393.0;1840003875
Woodstock;Woodstock;38.8753;-78.5158;United States;US;USA;Virginia;;7225.0;1840006006
Richlands;Richlands;37.0877;-81.8082;United States;US;USA;Virginia;;8938.0;1840006454
Poquoson;Poquoson;37.1318;-76.3569;United States;US;USA;Virginia;;12017;1840003863
Bedford;Bedford;37.3359;-79.5181;United States;US;USA;Virginia;;7259.0;1840001713
Abingdon;Abingdon;36.7089;-81.9711;United States;US;USA;Virginia;;8083;1840006529
Franklin;Franklin;36.6831;-76.9386;United States;US;USA;Virginia;;8913.0;1840003876
Hopewell;Hopewell;37.2914;-77.2985;United States;US;USA;Virginia;;22735;1840003859
Buena Vista;Buena Vista;37.7316;-79.3565;United States;US;USA;Virginia;;6341.0;1840003851
South Boston;South Boston;36.7131;-78.9135;United States;US;USA;Virginia;;8109.0;1840037461
Christiansburg;Christiansburg;37.1411;-80.4028;United States;US;USA;Virginia;;22088;1840006447
Colonial Heights;Colonial Heights;37.2650;-77.3969;United States;US;USA;Virginia;;17772;1840003860
Newark;Newark;39.6777;-75.7573;United States;US;USA;Delaware;;33398;1840005578
Milford;Milford;38.9095;-75.4232;United States;US;USA;Delaware;;20683.0;1840006069
Middletown;Middletown;39.4451;-75.7165;United States;US;USA;Delaware;;32540.0;1840005581
Millsboro;Millsboro;38.5865;-75.3018;United States;US;USA;Delaware;;10403.0;1840006079
Seaford;Seaford;38.6539;-75.6118;United States;US;USA;Delaware;;7736;1840006071
Lewes;Lewes;38.7784;-75.1455;United States;US;USA;Delaware;;27008.0;1840006068
Elsmere;Elsmere;39.7385;-75.5946;United States;US;USA;Delaware;;6106;1840005574
Georgetown;Georgetown;38.6899;-75.3872;United States;US;USA;Delaware;;10136.0;1840006065
Wilmington;Wilmington;39.7349;-75.5286;United States;US;USA;Delaware;;71442;1840005579
Ocean View;Ocean View;38.5357;-75.0991;United States;US;USA;Delaware;;13612.0;1840006082
Dover;Dover;39.1600;-75.5204;United States;US;USA;Delaware;;116114.0;1840005810
New Castle;New Castle;39.6689;-75.5684;United States;US;USA;Delaware;;5357;1840005577
Smyrna;Smyrna;39.2922;-75.6079;United States;US;USA;Delaware;;11371;1840005820
Washington;Washington;38.9047;-77.0163;United States;US;USA;District of Columbia;primary;5191844.0;1840006060
Kaukauna;Kaukauna;44.2777;-88.2645;United States;US;USA;Wisconsin;;15900;1840002403
Oconomowoc;Oconomowoc;43.0993;-88.4952;United States;US;USA;Wisconsin;;16526;1840003027
Verona;Verona;42.9879;-89.5371;United States;US;USA;Wisconsin;;12969;1840002903
Platteville;Platteville;42.7334;-90.4716;United States;US;USA;Wisconsin;;12550.0;1840002981
Rice Lake;Rice Lake;45.4862;-91.7448;United States;US;USA;Wisconsin;;9468.0;1840002075
North Fond du Lac;North Fond du Lac;43.8107;-88.4861;United States;US;USA;Wisconsin;;5034;1840002607
Windsor;Windsor;43.2165;-89.3393;United States;US;USA;Wisconsin;;6785;1840006867
Howard;Howard;44.5703;-88.0924;United States;US;USA;Wisconsin;;19410;1840002345
Burlington;Burlington;42.6748;-88.2724;United States;US;USA;Wisconsin;;23990.0;1840002491
Chippewa Falls;Chippewa Falls;44.9358;-91.3903;United States;US;USA;Wisconsin;;14084;1840002108
Waupaca;Waupaca;44.3508;-89.0719;United States;US;USA;Wisconsin;;7598.0;1840002353
Lake Geneva;Lake Geneva;42.5825;-88.4283;United States;US;USA;Wisconsin;;14974.0;1840002479
Fitchburg;Fitchburg;42.9859;-89.4255;United States;US;USA;Wisconsin;;28875;1840002905
Merrill;Merrill;45.1818;-89.7005;United States;US;USA;Wisconsin;;9818.0;1840001562
Monona;Monona;43.0540;-89.3334;United States;US;USA;Wisconsin;;8179;1840002920
Beaver Dam;Beaver Dam;43.4687;-88.8312;United States;US;USA;Wisconsin;;18121.0;1840002738
Little Chute;Little Chute;44.2889;-88.3184;United States;US;USA;Wisconsin;;11250;1840002408
Baldwin;Baldwin;44.9543;-92.3708;United States;US;USA;Wisconsin;;5856.0;1840002136
Mount Pleasant;Mount Pleasant;42.7129;-87.8875;United States;US;USA;Wisconsin;;26360;1840038102
Shorewood;Shorewood;43.0913;-87.8863;United States;US;USA;Wisconsin;;13368;1840003031
Columbus;Columbus;43.3354;-89.0299;United States;US;USA;Wisconsin;;6674.0;1840002708
Beloit;Beloit;42.5230;-89.0184;United States;US;USA;Wisconsin;;63470.0;1840002471
